16384,16256,-16256,0,0.546935,0.457241,0,0,1,1,
16256,16384,-16384,0,0.542662,0.45297,0,0,1,1,
16256,16256,-16256,0,0.542663,0.457242,0,0,1,1,
24576,16256,-16256,0,0.820329,0.457165,0,0,1,1,
24448,16384,-16384,0,0.816056,0.452895,0,0,1,1,
24448,16256,-16256,0,0.816057,0.457166,0,0,1,1,
24576,8064,-8064,0,0.820411,0.730561,0,0,1,1,
24448,8192,-8192,0,0.816137,0.726291,0,0,1,1,
24448,8064,-8064,0,0.816139,0.730562,0,0,1,1,
8192,16256,-16256,0,0.273533,0.457314,0,0,1,1,
8064,16384,-16384,0,0.26926,0.453044,0,0,1,1,
8064,16256,-16256,0,0.269261,0.457316,0,0,1,1,
8192,8064,-8064,0,0.273612,0.730716,0,0,1,1,
8064,8192,-8192,0,0.269339,0.726446,0,0,1,1,
8064,8064,-8064,0,0.269341,0.730718,0,0,1,1,
16384,8064,-8064,0,0.54701,0.730639,0,0,1,1,
16256,8192,-8192,0,0.542737,0.726368,0,0,1,1,
16256,8064,-8064,0,0.542738,0.73064,0,0,1,1,
12288,8064,-8064,0,0.410311,0.730677,0,0,1,1,
12160,8192,-8192,0,0.406038,0.726407,0,0,1,1,
12160,8064,-8064,0,0.406039,0.730678,0,0,1,1,
12288,3968,-3968,0,0.410349,0.867375,0,0,1,1,
12160,4096,-4096,0,0.406076,0.863105,0,0,1,1,
12160,3968,-3968,0,0.406078,0.867377,0,0,1,1,
16384,3968,-3968,0,0.547048,0.867338,0,0,1,1,
16256,4096,-4096,0,0.542775,0.863068,0,0,1,1,
16256,3968,-3968,0,0.542776,0.867339,0,0,1,1,
4096,8064,-8064,0,0.136914,0.730758,0,0,1,1,
3968,8192,-8192,0,0.132641,0.726488,0,0,1,1,
3968,8064,-8064,0,0.132642,0.73076,0,0,1,1,
4096,3968,-3968,0,0.136957,0.867455,0,0,1,1,
3968,4096,-4096,0,0.132684,0.863184,0,0,1,1,
3968,3968,-3968,0,0.132685,0.867456,0,0,1,1,
8192,3968,-3968,0,0.273652,0.867414,0,0,1,1,
8064,4096,-4096,0,0.269379,0.863143,0,0,1,1,
8064,3968,-3968,0,0.269381,0.867415,0,0,1,1,
4096,16256,-16256,0,0.136828,0.457354,0,0,1,1,
3968,16384,-16384,0,0.132555,0.453083,0,0,1,1,
3968,16256,-16256,0,0.132556,0.457355,0,0,1,1,
4096,12160,-12160,0,0.136871,0.594058,0,0,1,1,
3968,12288,-12288,0,0.132597,0.589788,0,0,1,1,
3968,12160,-12160,0,0.132599,0.594059,0,0,1,1,
8192,12160,-12160,0,0.273572,0.594017,0,0,1,1,
8064,12288,-12288,0,0.269299,0.589746,0,0,1,1,
8064,12160,-12160,0,0.2693,0.594018,0,0,1,1,
28672,8064,-8064,0,0.957112,0.730519,0,0,1,1,
28544,8192,-8192,0,0.952838,0.726248,0,0,1,1,
28544,8064,-8064,0,0.95284,0.73052,0,0,1,1,
28672,3968,-3968,0,0.957155,0.867222,0,0,1,1,
28544,4096,-4096,0,0.952882,0.862952,0,0,1,1,
28544,3968,-3968,0,0.952883,0.867224,0,0,1,1,
20480,8064,-8064,0,0.68371,0.730601,0,0,1,1,
20352,8192,-8192,0,0.679437,0.72633,0,0,1,1,
20352,8064,-8064,0,0.679438,0.730602,0,0,1,1,
20480,3968,-3968,0,0.683748,0.867301,0,0,1,1,
20352,4096,-4096,0,0.679475,0.863031,0,0,1,1,
20352,3968,-3968,0,0.679476,0.867303,0,0,1,1,
24576,3968,-3968,0,0.820451,0.867263,0,0,1,1,
24448,4096,-4096,0,0.816177,0.862993,0,0,1,1,
24448,3968,-3968,0,0.816179,0.867265,0,0,1,1,
20480,16256,-16256,0,0.683633,0.457204,0,0,1,1,
20352,16384,-16384,0,0.67936,0.452933,0,0,1,1,
20352,16256,-16256,0,0.679361,0.457205,0,0,1,1,
20480,12160,-12160,0,0.683671,0.593901,0,0,1,1,
20352,12288,-12288,0,0.679398,0.589631,0,0,1,1,
20352,12160,-12160,0,0.679399,0.593903,0,0,1,1,
24576,12160,-12160,0,0.820369,0.593862,0,0,1,1,
24448,12288,-12288,0,0.816096,0.589591,0,0,1,1,
24448,12160,-12160,0,0.816098,0.593863,0,0,1,1,
28672,16256,-16256,0,0.957023,0.457124,0,0,1,1,
28544,16384,-16384,0,0.95275,0.452853,0,0,1,1,
28544,16256,-16256,0,0.952752,0.457125,0,0,1,1,
28672,12160,-12160,0,0.957067,0.593819,0,0,1,1,
28544,12288,-12288,0,0.952794,0.589549,0,0,1,1,
28544,12160,-12160,0,0.952795,0.59382,0,0,1,1,
12288,16256,-16256,0,0.410235,0.457277,0,0,1,1,
12160,16384,-16384,0,0.405962,0.453006,0,0,1,1,
12160,16256,-16256,0,0.405963,0.457278,0,0,1,1,
12288,12160,-12160,0,0.410273,0.593978,0,0,1,1,
12160,12288,-12288,0,0.406,0.589707,0,0,1,1,
12160,12160,-12160,0,0.406001,0.593979,0,0,1,1,
16384,12160,-12160,0,0.546972,0.59394,0,0,1,1,
16256,12288,-12288,0,0.542699,0.589669,0,0,1,1,
16256,12160,-12160,0,0.5427,0.593941,0,0,1,1,
14336,12160,-12160,0,0.478623,0.593959,0,0,1,1,
14208,12288,-12288,0,0.474349,0.589688,0,0,1,1,
14208,12160,-12160,0,0.474351,0.59396,0,0,1,1,
14336,10112,-10112,0,0.478642,0.662308,0,0,1,1,
14208,10240,-10240,0,0.474369,0.658038,0,0,1,1,
14208,10112,-10112,0,0.47437,0.66231,0,0,1,1,
16384,10112,-10112,0,0.546991,0.662289,0,0,1,1,
16256,10240,-10240,0,0.542718,0.658019,0,0,1,1,
16256,10112,-10112,0,0.542719,0.662291,0,0,1,1,
10240,12160,-12160,0,0.341923,0.593997,0,0,1,1,
10112,12288,-12288,0,0.337649,0.589726,0,0,1,1,
10112,12160,-12160,0,0.337651,0.593998,0,0,1,1,
10240,10112,-10112,0,0.341942,0.662347,0,0,1,1,
10112,10240,-10240,0,0.337669,0.658076,0,0,1,1,
10112,10112,-10112,0,0.33767,0.662348,0,0,1,1,
12288,10112,-10112,0,0.410292,0.662328,0,0,1,1,
12160,10240,-10240,0,0.406019,0.658057,0,0,1,1,
12160,10112,-10112,0,0.40602,0.662329,0,0,1,1,
10240,16256,-16256,0,0.341884,0.457296,0,0,1,1,
10112,16384,-16384,0,0.337611,0.453025,0,0,1,1,
10112,16256,-16256,0,0.337612,0.457297,0,0,1,1,
